iter	Logloss
158	0.2608520205
159	0.2602722565
160	0.2599812958
161	0.2596355382
162	0.2592989231
163	0.2590900492
164	0.2588045977
165	0.2585401902
166	0.2582617703
167	0.2581350013
168	0.2578350114
169	0.2576091693
170	0.2574171163
171	0.2568327066
172	0.2565515016
173	0.2563236874
174	0.255943424
175	0.2558291404
176	0.2555632647
177	0.2553314646
178	0.2551822503
179	0.2548939614
180	0.254706578
181	0.2545225772
182	0.2544187225
183	0.253914653
184	0.2537288395
185	0.2534795479
186	0.2532438148
187	0.253032518
188	0.2527360021
189	0.2525362531
190	0.2522520509
191	0.2520782314
192	0.2517564668
193	0.2515124191
194	0.2511761244
195	0.2510670175
196	0.2507845412
197	0.2505978223
198	0.2502964284
199	0.250188869
200	0.2497943346
201	0.2495248597
202	0.2492363442
203	0.2490147879
204	0.248657806
205	0.2484909273
206	0.2482545859
207	0.2480979007
208	0.2478127752
209	0.2475702786
210	0.2474325592
211	0.2471708946
212	0.2470021345
213	0.2468037447
214	0.2466043819
215	0.2464164216
216	0.2463142845
217	0.2461110835
218	0.2458409936
219	0.2457063179
220	0.2455773462
221	0.2452523705
222	0.2450724458
223	0.2447414303
224	0.2445659578
225	0.2443819644
226	0.2440313811
227	0.243786163
228	0.2435882225
229	0.2432064292
230	0.2428433712
231	0.2426393046
232	0.2424409736
233	0.2420867902
234	0.2419002638
235	0.2417786604
236	0.241520339
237	0.2413203731
238	0.2411092389
239	0.2407900187
240	0.2405674517
241	0.2403707342
242	0.2402484531
243	0.2400871924
244	0.239936492
245	0.239792288
246	0.2396543747
247	0.2393847206
248	0.2391619766
249	0.2389823673
250	0.2386919455
251	0.2384434202
252	0.2383187271
253	0.2381700588
254	0.2379810817
255	0.237644215
256	0.2374269416
257	0.2371554797
258	0.2369821432
259	0.2365741512
260	0.2363698524
261	0.2361558727
262	0.2360467976
263	0.2358487461
264	0.2357162426
265	0.2355227132
266	0.2353676623
267	0.2348708089
268	0.2346254834
269	0.2342979029
270	0.2341270068
271	0.2340176575
272	0.2338196111
273	0.2335211225
274	0.2332756623
275	0.2329776761
276	0.2326431134
277	0.2324730174
278	0.2322720597
279	0.232106098
280	0.2319683878
281	0.2318292442
282	0.2314659018
283	0.2312039915
284	0.231039903
285	0.2309415576
286	0.2307413226
287	0.230497553
288	0.2303676449
289	0.2302310625
290	0.2298256063
291	0.2297596442
292	0.229560017
293	0.2293456058
294	0.2291665412
295	0.2290742967
296	0.228908879
297	0.2285989933
298	0.2285097047
299	0.2282060941
300	0.2279832955
301	0.2277765799
302	0.2274754849
303	0.2273314879
304	0.2270846909
305	0.2269506148
306	0.2267267649
307	0.2265676122
308	0.2263978535
309	0.2262202663
310	0.2260985162
311	0.2258917476
312	0.2257448073
313	0.2255913884
314	0.2254525571
315	0.2253180653
316	0.2250006411
317	0.2247862557
318	0.2245680942
319	0.2243939552
320	0.2240893122
321	0.2239036104
322	0.2237149753
323	0.2235322101
324	0.2233917536
325	0.2229386507
326	0.2227261827
327	0.2225079836
328	0.2223172258
329	0.2219431493
330	0.2218312571
331	0.2217299795
332	0.2215311474
333	0.2212669556
334	0.2209701032
335	0.2206628341
336	0.2204577737
337	0.2202907286
338	0.2201361438
339	0.2198501614
340	0.2195639916
341	0.2193146597
342	0.2190538235
343	0.2188581815
344	0.2187224321
345	0.2185404353
346	0.2184157733
347	0.2182567074
348	0.2180125168
349	0.2177483094
350	0.2175639607
351	0.2173354678
352	0.2170999672
353	0.2166796764
354	0.2164807461
355	0.2163497001
356	0.2160693892
357	0.2158716246
358	0.2157348725
359	0.2155334931
360	0.2151221436
361	0.2147948318
362	0.2146571484
363	0.2144752855
364	0.2142420878
365	0.2139087722
366	0.2137807376
367	0.213426111
368	0.2132578454
369	0.2131433296
370	0.2126795019
371	0.2125088886
372	0.2121474778
373	0.2119706911
374	0.2116604509
375	0.2115546326
376	0.2113104833
377	0.2111036621
378	0.2109789171
379	0.2106553048
380	0.2104941622
381	0.2102947111
382	0.2099041533
383	0.2097412193
384	0.2095882263
385	0.2094535511
386	0.2093659623
387	0.2092057769
388	0.209121281
389	0.2089566452
390	0.2087813901
391	0.2084269496
392	0.2078691772
393	0.2077085718
394	0.2075364761
395	0.2073682283
396	0.2072342268
397	0.2070396747
398	0.2068164553
399	0.2065746935
400	0.2064317253
401	0.2062482275
402	0.2060559423
403	0.2059449967
404	0.2057847309
405	0.2056026515
406	0.2051064342
407	0.204967664
408	0.2048227028
409	0.2046845149
410	0.2044845656
411	0.2042938112
412	0.2041091914
413	0.20394148
414	0.2037081595
415	0.2035367017
416	0.2034440828
417	0.2031524563
418	0.2028837279
419	0.202759317
420	0.2026140636
421	0.202463993
422	0.2022155352
423	0.2020974711
424	0.2019422871
425	0.2017659368
426	0.2016360075
427	0.2014655643
428	0.2013474789
429	0.2012091668
430	0.2010208638
431	0.2009180479
432	0.2007535918
433	0.2006598252
434	0.2004402043
435	0.2002819456
436	0.2001978478
437	0.2000865676
438	0.1999863211
439	0.1999164791
440	0.1997610019
441	0.1995144647
442	0.1992854811
443	0.1991674346
444	0.1989294549
445	0.1988174286
446	0.1986481585
447	0.1984987256
448	0.1983911752
449	0.1982696031
450	0.1980918865
451	0.1979376518
452	0.1978208734
453	0.1976504647
454	0.1975186904
455	0.1973866702
456	0.1972041175
457	0.1969851128
458	0.1968850447
459	0.1967260976
460	0.1965094765
461	0.1963952485
462	0.196288172
463	0.1961392819
464	0.1959799507
465	0.1958507559
466	0.1957372464
467	0.19552645
468	0.195383427
469	0.1952566178
470	0.1951360072
471	0.1949284867
472	0.1947925372
473	0.1947290996
474	0.1946020652
475	0.194431651
476	0.1942480116
477	0.1941072701
478	0.1938442262
479	0.1937016846
480	0.193568286
481	0.1934245786
482	0.1933003761
483	0.1931590371
484	0.1930456015
485	0.1928208787
486	0.1924498568
487	0.1922568335
488	0.1920829124
489	0.191993031
490	0.1918685072
491	0.1917433763
492	0.1915746954
493	0.1915238261
494	0.1914263019
495	0.1913247099
496	0.1912102186
497	0.191081385
498	0.1910052389
499	0.1908177873
500	0.1906972273
501	0.1905845206
502	0.1904027002
503	0.1902679449
504	0.1901657433
505	0.1900904419
506	0.1899749867
507	0.1898742525
508	0.189738602
509	0.1896676661
510	0.1894763613
511	0.1892403751
512	0.1891089635
513	0.1889739806
514	0.1888810948
515	0.1887828379
516	0.1886679493
517	0.1885420714
518	0.1884348215
519	0.1883435744
520	0.1882759136
521	0.1881736643
522	0.1879984988
523	0.1879157885
524	0.1878368627
525	0.1876586377
526	0.1875335839
527	0.187443153
528	0.1873703923
529	0.1871961443
530	0.1871207658
531	0.187062524
532	0.1869647421
533	0.1868100041
534	0.1867415834
535	0.1866543172
536	0.1865619164
537	0.1864742439
538	0.1862991954
539	0.1861324801
540	0.1858748834
541	0.1857693416
542	0.1856943058
543	0.1855786026
544	0.1854427196
545	0.1853198659
546	0.1851486885
547	0.1851052685
548	0.1850237238
549	0.1848372924
550	0.1846030223
551	0.1844563581
552	0.1844091568
553	0.1842492689
554	0.1841668092
555	0.1840477124
556	0.18391133
557	0.1837372715
558	0.1836146093
559	0.1834833216
560	0.1834203743
561	0.183329707
562	0.183217539
563	0.1831119677
564	0.1829508673
565	0.182831006
566	0.1827240608
567	0.182617394
568	0.1824578323
569	0.1823178512
570	0.182253082
571	0.1821263339
572	0.182035089
573	0.1819541389
574	0.181858724
575	0.1817780103
576	0.1815973792
577	0.1815028316
578	0.1813836538
579	0.1812803942
580	0.1811791832
581	0.1810734224
582	0.1809062964
583	0.180819735
584	0.1807043847
585	0.1806218978
586	0.1805348192
587	0.1804393099
588	0.1802256067
589	0.1801014129
590	0.1800211185
591	0.1798954447
592	0.1796818587
593	0.1795948488
594	0.1794876279
595	0.1793444757
596	0.1792521084
597	0.179195785
598	0.179086814
599	0.178999787
600	0.1789304951
601	0.1788004354
602	0.1786732833
603	0.1785767008
604	0.1784449827
605	0.1783355349
606	0.1782006437
607	0.1780266004
608	0.1779462354
609	0.1777974756
610	0.1777122827
611	0.1776014952
612	0.1774732013
613	0.1774336927
614	0.1773737115
615	0.1772559281
616	0.1771160944
617	0.1770106261
618	0.1769179058
619	0.1768454444
620	0.1767655525
621	0.1766815949
622	0.176589386
623	0.1764897452
624	0.1763740398
625	0.1762773236
626	0.1762061814
627	0.1761031753
628	0.1760080753
629	0.1759018874
630	0.175789294
631	0.1756405129
632	0.1755853837
633	0.175435979
634	0.1753373281
635	0.175057401
636	0.1749802638
637	0.1748689968
638	0.1747854634
639	0.174631227
640	0.1745370113
641	0.1744777376
642	0.1743796423
643	0.174124323
644	0.1740388585
645	0.1740150949
646	0.173876053
647	0.1737920666
648	0.1736817132
649	0.1736121988
650	0.1735191851
651	0.1733958999
652	0.1732556522
653	0.173115059
654	0.1730423696
655	0.172935739
656	0.172841104
657	0.1727793271
658	0.1727161368
659	0.1726840909
660	0.172581156
661	0.1724189652
662	0.1723196809
663	0.1722631462
664	0.1721760124
665	0.1720504303
666	0.1719508011
667	0.171906356
668	0.1717631514
669	0.1716932824
670	0.171637755
671	0.1715399332
672	0.1714741626
673	0.171419536
674	0.1713547457
675	0.1712605238
676	0.1710776615
677	0.1709454459
678	0.1708024945
679	0.1707366254
680	0.1706487153
681	0.1705469666
682	0.1703998207
683	0.1702977847
684	0.1702343421
685	0.1700948516
686	0.1699872733
687	0.1697957747
688	0.1697353274
689	0.1695921454
690	0.169493403
691	0.1694203878
692	0.1693332293
693	0.1693045574
694	0.1692296869
695	0.1691446991
696	0.1690345402
697	0.1689218026
698	0.1688309016
699	0.1687047861
700	0.1686162364
701	0.1685036009
702	0.1683685281
703	0.1682719319
704	0.1681932169
705	0.1680995645
706	0.1680726524
707	0.1680353907
708	0.1679582178
709	0.1679127252
710	0.1677935532
711	0.1677367173
712	0.1676630362
713	0.1675760242
714	0.1674920011
715	0.1673655801
716	0.1673191708
717	0.1672302443
718	0.1671595532
719	0.1670772924
720	0.1669961628
721	0.1669280638
722	0.1668132566
723	0.1666490929
724	0.1665825873
725	0.1664998609
726	0.1664035504
727	0.1662985638
728	0.1662108433
729	0.1661300601
730	0.1660516194
731	0.1659498256
732	0.1658969821
733	0.1658045392
734	0.1657271097
735	0.1655483028
736	0.165483154
737	0.1654383477
738	0.1653081226
739	0.1652284143
740	0.1651501991
741	0.1649313557
742	0.1648255629
743	0.1646923432
744	0.1646062403
745	0.1645258339
746	0.1644582372
747	0.1643360128
748	0.1642705297
749	0.1641558573
750	0.1640441767
751	0.1639380442
752	0.1638497247
753	0.1637386133
754	0.1636775199
755	0.1635877165
756	0.163521065
757	0.163477668
758	0.1634195486
759	0.1633046735
760	0.1632099449
761	0.1631320361
762	0.163044481
763	0.1629841185
764	0.162855736
765	0.1627583349
766	0.1626290244
767	0.162562106
768	0.1624884394
769	0.1624482508
770	0.1623192649
771	0.1622365645
772	0.162158458
773	0.1620811308
774	0.1620292757
775	0.1619787327
776	0.1617722327
777	0.1616703733
778	0.1614626232
779	0.1614087247
780	0.1612633577
781	0.1611898263
782	0.1610763277
783	0.1610325093
784	0.1609598797
785	0.1609040166
786	0.1607810453
787	0.1607083649
788	0.1606220972
789	0.160518135
790	0.1604398445
791	0.1603211587
792	0.1601760496
793	0.160111893
794	0.1600782183
795	0.1600167097
796	0.1599404191
797	0.1598893918
798	0.1598207106
799	0.1597849829
800	0.159701037
801	0.1596144583
802	0.1595595492
803	0.1593620422
804	0.159316614
805	0.1592517393
806	0.1591206407
807	0.1590246287
808	0.1589010267
809	0.1588295652
810	0.1587089961
811	0.1586525237
812	0.1585419444
813	0.1583999877
814	0.1582463337
815	0.1581638702
816	0.1580586409
817	0.1579868257
818	0.157923058
819	0.1578384711
820	0.1577895944
821	0.1576978246
822	0.1576661548
823	0.1575917272
824	0.1574551661
825	0.1573961552
826	0.1573102285
827	0.157194207
828	0.1570844509
829	0.1570241988
830	0.1569151988
831	0.1568722616
832	0.1568260567
833	0.1567370009
834	0.1566755103
835	0.1566108543
836	0.156536851
837	0.156434941
838	0.15635404
839	0.1563025503
840	0.1561673918
841	0.1560977255
842	0.1560378218
843	0.1559740147
844	0.1558769226
845	0.155749589
846	0.155683668
847	0.1554067461
848	0.1552926862
849	0.1552212861
850	0.1551675391
851	0.1550000554
852	0.1549147923
853	0.1548300761
854	0.1547606004
855	0.1546577029
856	0.1545506103
857	0.1545035944
858	0.1544053517
859	0.1543262035
860	0.1542194194
861	0.1541464261
862	0.1540297295
863	0.1539187005
864	0.153832425
865	0.153802896
866	0.1537464903
867	0.1536600521
868	0.1536089289
869	0.1535234992
870	0.1534186212
871	0.1533142687
872	0.153243986
873	0.1531550639
874	0.1530254894
875	0.1529913279
876	0.1529077422
877	0.1528163317
878	0.1527339456
879	0.1526254374
880	0.1525606963
881	0.1524397643
882	0.1523733924
883	0.15230353
884	0.152262071
885	0.1522134442
886	0.1521341585
887	0.1519813921
888	0.1518616164
889	0.151802517
890	0.1517127542
891	0.1515025684
892	0.1514240466
893	0.1513467448
894	0.1512645153
895	0.1511325847
896	0.1510571785
897	0.1509948162
898	0.1509175357
899	0.1508367397
900	0.1507514578
901	0.1506572948
902	0.1505438516
903	0.1504682855
904	0.1503456675
905	0.1502635416
906	0.150207186
907	0.1500887235
908	0.1500170692
909	0.1498973275
910	0.1498543157
911	0.1498013326
912	0.1497202478
913	0.1496136765
914	0.1495151103
915	0.1494619503
916	0.1493857188
917	0.1493394301
918	0.1493027915
919	0.1492429823
920	0.1491474773
921	0.1490845435
922	0.1490263936
923	0.148943982
924	0.1488702498
925	0.1486778412
926	0.1485831826
927	0.1485224204
928	0.1484409295
929	0.1483592928
930	0.1482695146
931	0.1482088924
932	0.1481769988
933	0.148029829
934	0.1479477291
935	0.1478649608
936	0.1478375569
937	0.1477817756
938	0.1477480831
939	0.1476412223
940	0.1475561223
941	0.1475163203
942	0.1474665268
943	0.1474257621
944	0.14735975
945	0.1472786875
946	0.1471813379
947	0.1471180304
948	0.1470593195
949	0.1469340237
950	0.1468319797
951	0.1467776482
952	0.1467058779
953	0.1466568656
954	0.1465864049
955	0.1464640253
956	0.146424762
957	0.1463842428
958	0.1463305191
959	0.1462459835
960	0.1461864101
961	0.1460691515
962	0.1459978167
963	0.1459282069
964	0.1458000203
965	0.1457562827
966	0.1456701112
967	0.1456213658
968	0.1455135481
969	0.1454494397
970	0.1453992171
971	0.1453426242
972	0.1453012793
973	0.145251547
974	0.1451294972
975	0.1450667461
976	0.1449796779
977	0.1448849665
978	0.1447996575
979	0.1447502254
980	0.1446055476
981	0.144495685
982	0.1444219411
983	0.1442875683
984	0.1442290751
985	0.1441591376
986	0.1441194492
987	0.1440867465
988	0.1440239925
989	0.1439270015
990	0.1438563697
991	0.1437872222
992	0.143767165
993	0.1436939489
994	0.1436654133
995	0.1435224649
996	0.1434606554
997	0.143406453
998	0.143304187
999	0.1431926778
